TEXT
-1924	-3622
6629	960
8778	-1237
7360	-8392
7929	-6421
3212	5375
-958	14202
3028	11638
1535	3814
-5524	3554
-2000	7576
1603	2421
-5217	-3737
-3323	550
5749	-2149
-141	-17141
-7787	-16487
322	-699
6102	760
1939	-3782
-158	6264
-4766	11383
-10899	821
-4949	-544
718	9176
-6074	7336
-5264	-1885
6339	-1528
6311	3677
-191	1741
2877	-6152
3371	-7386
-6438	2722
-11504	5859
-7551	-5864
-4391	-5695
-3458	11076
-674	9278
2283	-7553
1072	-213
-1381	17282
2386	7348
7085	-8263
2119	1223
-3688	11533
198	-271
2723	-13592
-1612	-9469
-2710	2972
-2325	8836
-4918	6849
-2669	6683
1476	7386
-1057	-3501
-2059	-17232
1775	-13361
1880	-3131
1654	-5419
3066	-7043
-983	156
-616	-506
11313	-7570
14919	-6724
5111	-4378
1780	-2978
5246	5934
3136	8474
-2303	-5356
-7180	-12546
-7750	-5489
-658	-3447
542	-3903
-8596	1804
-8796	-66
-4281	-5674
-12483	3530
-14301	11466
835	1158
4393	-5649
-5020	-201
-4109	-2283
-1057	-10092
-1238	-10439
8663	-7756
11203	-194
-5979	13729
-9327	13252
7391	-1185
9111	725
-1396	14604
48	11366
3202	-68
-2721	718
-6420	3916
-3393	3269
2585	7093
5930	7762
2037	-217
2231	-10
11451	8918
11458	2605
5248	-16465
11300	-18313
12867	-1915
-679	5545
-855	3327
11415	10824
6732	18340
-4297	8529
-3049	-441
-1097	4744
273	1769
2692	-10839
-7715	-5076
-16414	11204
-4152	8621
2891	-4316
-4051	-7922
3135	-6466
9819	-4606
-8654	-5244
-18111	-13811
-289	-14537
9062	2288
226	6685
-7273	-12781
-10074	-20533
-3197	-5190
11851	6493
12425	7171
2266	6682
1465	5710
-1590	5346
-7532	3681
4327	-3528
13856	-4305
1870	5587
-607	7028
7926	898
-2692	4502
-8526	5952
9528	-5541
8256	-8494
-13673	2189
-8553	6948
7121	7485
-4225	11395
-16247	6487
-9559	-6618
-5713	-9488
-811	-1509
14967	3292
16077	574
-4361	-3061
-16974	-622
-9980	3290
3798	-691
10864	-4938
5279	553
-1106	4603
2840	270
2248	-835
-8346	2071
-7434	-22
2700	-3683
-1687	-3848
-10914	151
-3834	9627
5736	12721
423	-1407
-9315	-13402
-11687	-7287
-9187	-1295
-5755	-6429
-2819	-9385
-456	-8624
1628	-12029
479	-13043
-3298	-4514
-1196	6262
7427	7343
9620	-761
429	519
-7148	16749
-2617	20433
7890	1575
13633	-8695
9890	293
-2464	6083
-11622	4841
-4046	2713
6603	-5130
-2576	-6702
-13169	7248
3481	10887
22581	-3954
12674	-9163
-2186	-3436
98	-4700
-366	-3990
-5415	878
3555	-5748
11429	-11144
3550	-246
2434	4587
11291	-6061
5938	-8237
-3021	1447
7612	5219
18461	2058
8671	-1881
-3420	-4552
-1961	271
3080	9497
3674	9508
1015	2653
-5094	2514
-12233	8185
-14072	9773
-8964	4931
-3129	-2110
-2896	-5508
-3922	-1896
1158	4808
4923	6929
-2151	2460
-9409	-3328
-5258	-7064
433	-11121
-2168	-14195
-5866	-11354
-4735	-5773
-2868	-2004
-2002	3625
696	9324
5101	7921
7942	4233
7800	3206
5537	-509
955	-2259
-3459	4831
-267	8053
7863	2074
6909	1452
-415	4979
1919	1447
7565	-1640
1485	-662
-6701	-3456
-7510	-2951
-9942	2913
-11044	-1563
-3101	-8116
-1397	2105
-10864	9815
-9529	-2276
2700	-8941
4320	3285
-576	11074
1624	3172
4184	-6373
3133	-5486
1312	3750
-7947	7405
-17997	1186
-9549	1301
6539	8654
6999	2712
2688	-10884
7960	-8198
7566	4744
-2908	8178
-4357	1679
1316	-6072
-2187	-5942
-4987	2732
5032	2112
10022	-10144
542	-8802
-1234	4763
10918	4004
12696	-4139
-986	152
-8761	5775
-5287	3534
-2924	2767
-4663	2115
-4002	-562
4616	1665
16436	552
13608	-10346
-4267	-12212
-9815	306
-466	4970
-4201	-3200
-15801	-6876
-10072	-1415
-345	2750
-1791	-191
2506	-4334
9249	-3777
69	-5978
-5112	-12788
8945	-6851
14106	9495
1022	9285
-6332	-2291
-3651	808
1789	8923
10161	6690
9510	6330
-2187	6531
-2572	-2254
6219	-2155
3657	7941
636	-407
7657	-16616
6924	-8459
-445	7514
1090	4722
-806	-3214
-12344	-3473
-10950	-2874
5700	-2540
14539	-3889
8609	-8950
-1958	-7723
-6069	517
-1050	4423
-424	6083
-8518	6388
-6885	-1964
3534	-4933
516	7980
-11123	10760
-13524	-5095
-8888	-8178
1912	5187
16315	6569
13221	-3326
-4196	-5129
-5592	-1317
3680	-1456
564	-4183
-2082	-5044
4824	-1370
1666	4116
-9795	6620
-12561	6889
-13498	2787
-14606	-6184
-3295	-5600
6896	4877
-1314	1354
-6817	-11415
6239	-5064
12659	8620
-1617	4579
-9931	-655
3477	6921
14679	10615
5810	10167
-4862	15700
-801	13254
7168	-862
9309	-5469
6648	939
-5453	2915
-20458	1940
-16866	2808
4	-270
4555	-5394
-955	-2558
-1706	6943
-1016	10179
790	4766
6279	5698
3384	12425
-5378	2039
-960	-16956
8463	-10449
6518	7235
4614	1610
6584	-7388
358	393
-2696	-893
6306	-10605
5682	-2963
-5877	4413
-3429	-2432
8407	1145
12103	7566
13751	-4456
11478	-8498
-4058	2254
-11961	-5081
911	-15020
6035	-582
-5304	4984
-2864	-10286
12625	-11837
9468	-7944
-6906	-16402
-7655	-9155
1709	7385
307	-3923
-6978	-15382
-7706	3966
-3974	14377
534	521
3798	-196
652	8219
-5133	-601
-4971	-9682
-3291	-5634
-4343	-5440
-2765	-9349
-4663	-6105
-15523	-1991
-15353	-2484
2184	-2146
8325	2978
-2651	9850
-5376	6226
-991	-7816
-2526	-6419
528	10946
4183	6553
-7998	-15790
-14042	-10660
3342	14801
9698	18535
-8279	9244
-14461	12434
-2651	13244
1710	2510
1844	-371
6680	3548
5277	-639
2576	-1609
10051	8064
14625	7124
11500	-7144
16010	-9541
21897	-1178
11590	-2734
-4315	-4736
-7970	6066
-3086	9423
1038	-2443
2509	-4148
1157	5713
-2761	2937
-7897	-6695
-9973	-2521
-4308	8240
2467	11801
639	9875
-2176	5384
3970	2192
10243	5285
7380	7643
-221	1996
-5835	-5788
-1682	-9407
13015	-5736
17024	3927
-681	5202
-12236	-5555
-1005	-8023
6776	-478
-1857	-2609
-6065	-7825
-2666	-2710
-5734	-2207
-6267	-7464
4557	2123
7366	14359
-5238	6790
-10587	-2454
-2341	2832
-952	4775
-10261	-3649
-12592	-9955
-4091	-12022
3122	-9867
4548	-1677
3369	1717
225	-4106
-2753	-6543
-2344	-3278
-1584	-1310
-2474	2802
166	7782
5434	3577
4662	-2156
-520	5599
-1466	16011
-1020	9044
-4682	-7638
-5652	-11366
767	-1903
5935	2291
4110	-2528
740	-4557
-1143	-1790
-5336	913
-10152	4978
-7302	6056
607	-1992
-500	-6371
-8416	836
-4830	574
5334	-11365
241	-11882
-10186	-3290
-2690	-6624
8469	-9458
3623	3623
-1222	10490
3777	1500
2468	20
-4004	6062
-1346	2133
4334	1133
5460	12675
6473	12794
6362	-2859
