TEXT
-0.0025263,0,-0.0025263,0
-0.001304,0,-0.001304,0
0.0014573,0,0.0014573,0
0.003445,0,0.003445,0
0.0026796,-0.0025263,0.0026796,0.0025263
-0.00059356,-0.001304,-0.00059356,0.001304
-0.0037919,0.0014573,-0.0037919,-0.0014573
-0.0040331,0.003445,-0.0040331,-0.003445
-0.0032842,0.0026796,-0.0032842,-0.0026796
0.0021057,-0.00059356,0.0021057,0.00059356
0.0061058,-0.0037919,0.0061058,0.0037919
0.0048366,-0.0040331,0.0048366,0.0040331
-0.0010718,-0.0032842,-0.0010718,-0.0017684
-0.0063089,0.0021057,-0.0063089,-0.0047136
-0.0052584,0.0061058,-0.0052584,-0.0031913
0.0023687,0.0048366,0.0023687,0.0020534
0.012379,-0.0010718,0.012379,0.006431
0.0096778,-0.0063089,0.0096778,0.0051218
-0.0059572,-0.0052584,-0.0059572,-0.0023253
-0.023401,0.0023687,-0.023401,-0.010435
-0.025188,0.0073264,-0.025188,-0.0088422
-0.0021109,0.0070699,-0.0021109,-0.00025059
0.034974,-0.0030427,0.034974,0.01234
0.057488,-0.016511,0.057488,0.019294
0.040421,-0.019829,0.040421,0.012326
-0.02464,-0.003298,-0.02464,-0.0081328
-0.10041,0.027391,-0.10041,-0.030324
-0.12555,0.049422,-0.12555,-0.036618
-0.049805,0.038906,-0.049805,-0.012632
0.12825,-0.017821,0.12825,0.030357
0.34882,-0.091109,0.34882,0.069897
0.51628,-0.12276,0.51628,0.073178
0.54832,-0.057308,0.54832,0.014434
0.43442,0.11682,0.43442,-0.10961
0.23171,0.34588,0.23171,-0.273
0.042973,0.52908,0.042973,-0.42691
-0.039051,0.57459,-0.039051,-0.51497
0.021684,0.44696,0.021684,-0.50616
0.19078,0.2105,0.19078,-0.39302
0.38661,-0.006611,0.38661,-0.20179
0.52533,-0.081924,0.52533,0.019829
0.5459,0.028893,0.5459,0.22159
0.44105,0.26366,0.44105,0.36867
0.2406,0.48878,0.2406,0.44967
-0.006431,0.57484,-0.006431,0.47379
-0.24778,0.48147,-0.24778,0.44497
-0.43553,0.26436,-0.43553,0.36645
-0.53075,0.045984,-0.53075,0.2318
-0.50967,-0.057808,-0.50967,0.038586
-0.38778,0.00033647,-0.38778,-0.19365
-0.20983,0.18163,-0.20983,-0.4143
-0.048461,0.39157,-0.048461,-0.55348
0.024045,0.53594,0.024045,-0.55716
-0.030208,0.5523,-0.030208,-0.41312
-0.19235,0.43958,-0.19235,-0.18568
-0.39104,0.23489,-0.39104,0.012554
-0.53164,-0.010182,-0.5367,0.074422
-0.55085,-0.24638,-0.55346,-0.040201
-0.43092,-0.43088,-0.42801,-0.27453
-0.21111,-0.52734,-0.20422,-0.50003
0.037514,-0.51042,0.042873,-0.58975
0.24778,-0.39182,0.24659,-0.48357
0.38392,-0.21362,0.37634,-0.24083
0.44681,-0.049055,0.43875,-0.0015218
0.45484,0.026725,0.45838,0.09425
0.43193,-0.026763,0.44136,-0.0095989
0.36704,-0.19089,0.37342,-0.25132
0.24381,-0.39234,0.2397,-0.48903
0.050376,-0.53417,0.037514,-0.58369
-0.19278,-0.55085,-0.20303,-0.49191
-0.42508,-0.43092,-0.42043,-0.26669
-0.56626,-0.21111,-0.54539,-0.040863
-0.55539,0.037514,-0.53771,0.064239
-0.39966,0.24778,-0.39916,0.0017169
-0.17551,0.38392,-0.20019,-0.18483
0.0090409,0.44681,-0.029547,-0.39629
0.05888,0.45484,0.034228,-0.53771
-0.053889,0.43193,-0.037624,-0.54827
-0.27133,0.36704,-0.21069,-0.43579
-0.47786,0.24381,-0.40462,-0.23429
-0.56449,0.050376,-0.53417,0.0075029
-0.48047,-0.19278,-0.53857,0.24294
-0.26842,-0.42508,-0.41113,0.42943
-0.046999,-0.56626,-0.20025,0.52864
0.064239,-0.56044,0.030011,0.51295
0.0078538,-0.40227,0.22827,0.39182
-0.18309,-0.17259,0.37049,0.21362
-0.40773,0.015931,0.45416,0.049055
-0.55186,0.064239,0.48465,-0.026725
-0.55683,-0.055077,0.45129,0.026763
-0.41869,-0.27892,0.35513,0.19089
-0.19689,-0.48592,0.19701,0.39234
0.037514,-0.566,2.9087e-17,0.53417
0.23356,-0.47365,-0.19701,0.55085
0.37169,-0.25912,-0.35513,0.43092
0.4528,-0.044216,-0.45129,0.21111
0.48263,0.056736,-0.4796,-0.037514
0.45253,-0.003577,-0.45155,-0.24778
0.35341,-0.18603,-0.37341,-0.38392
0.19541,-0.39493,-0.23516,-0.44681
0.0021437,-0.53569,-0.035371,-0.45484
-0.19247,-0.54951,0.20143,-0.43193
-0.35511,-0.43408,0.41871,-0.36704
-0.46148,-0.2327,0.54664,-0.24381
-0.49577,0.0053592,0.54074,-0.050376
-0.46148,0.2384,0.40041,0.19278
-0.35511,0.42941,0.19848,0.42508
-0.19247,0.53884,0.027951,0.56626
0.0021437,0.52912,-0.032084,0.55539
0.19541,0.40175,0.042165,0.39966
0.35341,0.19532,0.21071,0.17551
0.45253,0.0063602,0.39443,-0.0090409
0.48263,-0.064239,0.518,-0.05888
0.4528,0.032785,0.52864,0.053889
0.37169,0.25619,0.42943,0.27133
0.23356,0.48645,0.24294,0.47786
0.037514,0.59228,0.0075029,0.56449
-0.19689,0.49846,-0.23429,0.48047
-0.41869,0.25771,-0.43579,0.26842
-0.55683,0.0054921,-0.54827,0.046999
-0.55691,-0.10711,-0.53265,-0.064239
-0.41034,-0.0087219,-0.39368,-0.0078538
-0.18018,0.24548,-0.18774,0.18309
0.014744,0.50444,-0.0051731,0.40773
0.069598,0.60996,0.05888,0.55186
-0.048187,0.50184,-0.039675,0.55683
-0.276,0.24839,-0.2591,0.41869
-0.48853,-0.0018319,-0.48384,0.19689
-0.566,-0.10175,-0.58217,-0.037514
-0.47104,0.004305,-0.49585,-0.23356
-0.26204,0.25012,-0.26062,-0.37169
-0.051106,0.49039,-0.012382,-0.4528
0.051377,0.58571,0.10175,-0.47758
-0.0023898,0.49066,0.009909,-0.44992
-0.17844,0.2684,-0.23789,-0.35633
-0.38686,0.042459,-0.49638,-0.2023
-0.52912,-0.066383,-0.6135,-0.0075029
-0.55372,-0.0062577,-0.51126,0.19365
-0.44629,0.18481,-0.25477,0.36269
-0.24237,0.40648,0.0059386,0.46955
0.0075029,0.54882,0.11462,0.49729
0.25102,0.55559,0.0059386,0.45466
0.43992,0.42041,-0.25477,0.34581
0.5341,0.19849,-0.51126,0.18968
0.50941,-0.039658,-0.60845,0.0053592
0.385,-0.2381,-0.49377,-0.18398
0.20432,-0.37171,-0.24081,-0.35048
0.046271,-0.4426,0.003019,-0.46534
-0.019222,-0.46141,0.096394,-0.50891
0.038194,-0.44,-0.011195,-0.46534
0.19382,-0.37463,-0.25304,-0.35048
0.37954,-0.24499,-0.48779,-0.18398
0.51295,-0.045017,-0.58066,0.0053592
0.54092,0.19967,-0.49066,0.18968
0.44922,0.42799,-0.2684,0.34581
0.2538,0.56365,-0.042459,0.45466
3.454e-17,0.55539,0.066383,0.49729
-0.2538,0.40227,0.0062577,0.46955
-0.44922,0.17259,-0.18481,0.36269
-0.54092,-0.015931,-0.40648,0.19365
-0.5079,-0.064239,-0.54882,-0.0075029
-0.37693,0.055077,-0.55559,-0.2023
-0.19674,0.27892,-0.42041,-0.35633
-0.045084,0.48592,-0.19849,-0.44992
0.013863,0.56095,0.039658,-0.47758
-0.045084,0.47104,0.2381,-0.4528
-0.19674,0.26204,0.37171,-0.37169
-0.37693,0.051106,0.4426,-0.23356
-0.51295,-0.051377,0.46646,-0.037514
-0.54353,0.0023898,0.4426,0.19689
-0.44631,0.17844,0.37171,0.41869
-0.24691,0.38686,0.2381,0.55683
0.0053592,0.52912,0.039658,0.55186
0.25261,0.55372,-0.19849,0.40773
0.44164,0.44629,-0.42041,0.18309
0.53285,0.24237,-0.55559,-0.0078538
0.50638,-0.0075029,-0.55388,-0.064239
0.38375,-0.25102,-0.40909,0.046999
0.20604,-0.43992,-0.18189,0.26842
0.047868,-0.5341,0.013148,0.48047
-0.021366,-0.51447,0.071742,0.56954
0.033653,-0.38761,-0.043646,0.48047
0.19381,-0.20141,-0.27599,0.26842
0.38974,-0.039381,-0.49873,0.046999
0.53417,0.024581,-0.58217,-0.064239
0.55346,-0.039381,-0.48097,-0.0078538
0.42801,-0.20141,-0.24374,0.18309
0.20422,-0.38761,-0.0084118,0.40773
-0.042873,-0.51952,0.088891,0.55691
-0.24659,-0.53671,-0.0084118,0.55944
-0.37634,-0.43701,-0.24374,0.41578
-0.43875,-0.24413,-0.48097,0.19
-0.45838,-0.0021437,-0.58722,-0.042873
-0.44136,0.24118,-0.50134,-0.23238
-0.37342,0.4387,-0.27307,-0.36411
-0.2397,0.54566,-0.036756,-0.44473
-0.037514,0.5276,0.077101,-0.48112
0.20303,0.39368,0.011961,-0.45935
0.42043,0.18774,-0.18948,-0.36271
0.54539,0.0051731,-0.41716,-0.19819
0.53265,-0.05888,-0.56044,0.0053592
0.39656,0.039675,-0.55138,0.2039
0.2031,0.2591,-0.4082,0.35804
0.036437,0.48384,-0.18881,0.44868
-0.028868,0.58217,0.037514,0.4796
0.036437,0.49585,0.22549,0.45416
