TEXT
-0.0017864,0.0017864,0.0017864,0.0017864
-0.00092203,0.00092203,0.00092203,0.00092203
0.0010304,-0.0010304,-0.0010304,-0.0010304
0.002436,-0.002436,-0.002436,-0.002436
0.00010836,-0.0036812,-0.0036812,-0.00010836
-0.0013417,-0.00050233,-0.00050233,0.0013417
-0.0016508,0.0037117,0.0037117,0.0016508
-0.00041586,0.0052878,0.0052878,0.00041586
-0.00042756,0.0042171,0.0042171,-0.0031452
0.0010692,-0.0019086,-0.0019086,-0.0029133
0.0016362,-0.0069987,-0.0069987,0.00042467
0.00056817,-0.0062718,-0.0062718,0.0043038
0.00049257,0.0020084,-0.0015644,0.0032969
-0.0011281,0.0077941,0.00595,0.00028867
-0.0014617,0.0059749,0.0080357,-0.0039008
0.00022293,-0.0031268,0.0017451,-0.0059266
0.0042059,-0.009728,-0.0059384,-0.001705
0.0032215,-0.0086208,-0.0094602,0.0034445
-0.0025681,0.0037957,-0.0015668,0.0070813
-0.0091681,0.019053,0.01335,0.0062642
-0.011558,0.020274,0.019202,0.0024635
-0.0013154,0.0025092,0.0073312,-0.0059279
0.016005,-0.028094,-0.02152,-0.012717
0.027007,-0.048589,-0.046621,-0.01225
0.016294,-0.036226,-0.041532,-0.00021609
-0.013516,0.018352,0.010269,0.015715
-0.047495,0.085866,0.083792,0.027983
-0.058009,0.1127,0.12175,0.025852
-0.022496,0.049455,0.068033,0.0012746
0.068384,-0.10407,-0.095208,-0.056044
0.19186,-0.294,-0.309,-0.14362
0.30762,-0.42586,-0.46093,-0.25013
0.37644,-0.4165,-0.44682,-0.35751
0.38951,-0.23854,-0.23344,-0.43727
0.36346,0.044193,0.095728,-0.46888
0.33423,0.30655,0.37879,-0.43968
0.33479,0.42564,0.46423,-0.3499
0.36701,0.33933,0.29562,-0.20391
0.40867,0.089405,-0.037591,-0.020518
0.42024,-0.20781,-0.3503,0.17445
0.36866,-0.42786,-0.46798,0.34819
0.23718,-0.49815,-0.32187,0.47347
0.043605,-0.4402,0.0015668,0.52308
-0.17232,-0.33991,0.31798,0.48301
-0.36502,-0.28928,0.45472,0.35615
-0.49041,-0.32054,0.34122,0.17177
-0.52749,-0.39949,0.051075,-0.032636
-0.47463,-0.44846,-0.25494,-0.21728
-0.34485,-0.40202,-0.4247,-0.3507
-0.16808,-0.2407,-0.38464,-0.42429
0.026236,-0.0092277,-0.17046,-0.44011
0.20753,0.2182,0.11847,-0.41224
0.34697,0.38086,0.38193,-0.35946
0.4301,0.45124,0.55185,-0.30985
0.44998,0.44684,0.60686,-0.28438
0.41662,0.40325,0.54606,-0.29649
0.35719,0.3534,0.37403,-0.34285
0.30076,0.31009,0.11794,-0.4082
0.27757,0.284,-0.16449,-0.45694
0.30025,0.28666,-0.37744,-0.4509
0.35953,0.32672,-0.42135,-0.36364
0.42034,0.40301,-0.26089,-0.20219
0.44834,0.47929,0.043039,0.0033016
0.42062,0.49614,0.33947,0.20571
0.33261,0.39887,0.46065,0.36249
